1,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005384|,|cellular phenotype|,|NULL|
2,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005376|,|homeostasis/metabolism phenotype|,|NULL|
3,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005369|,|muscle phenotype|,|NULL|
4,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005375|,|adipose tissue phenotype|,|the observable morphological and physiological characteristics of mammalian fat tissue that are manifested through development and lifespan|
5,|PPARA|,|Ppara|,|MGI:104740|,|MP:0010771|,|integument phenotype|,|the observable morphological and physiological characteristics of the skin and its associated structures, such as the hair, nails, sweat glands, sebaceous glands and other secretory glands|
6,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
7,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005387|,|immune system phenotype|,|NULL|
8,|PPARA|,|Ppara|,|MGI:104740|,|MP:0010768|,|mortality/aging|,|characteristics involving the ability of an organism to live and age normally throughout development and life span|
9,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005385|,|cardiovascular system phenotype|,|the observable morphological and physiological characteristics of the mammalian heart, blood vessels, or circulatory system that are manifested through development and lifespan|
10,|PPARA|,|Ppara|,|MGI:104740|,|MP:0005370|,|liver/biliary system phenotype|,|NULL|
11,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
12,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005375|,|adipose tissue phenotype|,|the observable morphological and physiological characteristics of mammalian fat tissue that are manifested through development and lifespan|
13,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005376|,|homeostasis/metabolism phenotype|,|NULL|
14,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0003631|,|nervous system phenotype|,|the observable morphological and physiological characteristics of the extensive, intricate network of electochemical structures in the body that is comprised of the brain, spinal cord, nerves, ganglia and parts of the receptor organs that are manifested through development and lifespan|
15,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005397|,|hematopoietic system phenotype|,|NULL|
16,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005385|,|cardiovascular system phenotype|,|the observable morphological and physiological characteristics of the mammalian heart, blood vessels, or circulatory system that are manifested through development and lifespan|
17,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0010768|,|mortality/aging|,|characteristics involving the ability of an organism to live and age normally throughout development and life span|
18,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005386|,|behavior/neurological phenotype|,|the observable actions or reactions of mammalian organisms that are manifested through development and lifespan|
19,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005370|,|liver/biliary system phenotype|,|NULL|
20,|GDF15|,|Gdf15|,|MGI:1346047|,|MP:0005367|,|renal/urinary system phenotype|,|NULL|
21,|APLN|,|Apln|,|MGI:1353624|,|MP:0005376|,|homeostasis/metabolism phenotype|,|NULL|
22,|APLN|,|Apln|,|MGI:1353624|,|MP:0005369|,|muscle phenotype|,|NULL|
23,|APLN|,|Apln|,|MGI:1353624|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
24,|APLN|,|Apln|,|MGI:1353624|,|MP:0005386|,|behavior/neurological phenotype|,|the observable actions or reactions of mammalian organisms that are manifested through development and lifespan|
25,|APLN|,|Apln|,|MGI:1353624|,|MP:0005391|,|vision/eye phenotype|,|NULL|
26,|APLN|,|Apln|,|MGI:1353624|,|MP:0005385|,|cardiovascular system phenotype|,|the observable morphological and physiological characteristics of the mammalian heart, blood vessels, or circulatory system that are manifested through development and lifespan|
27,|SPP1|,|Spp1|,|MGI:98389|,|MP:0003631|,|nervous system phenotype|,|the observable morphological and physiological characteristics of the extensive, intricate network of electochemical structures in the body that is comprised of the brain, spinal cord, nerves, ganglia and parts of the receptor organs that are manifested through development and lifespan|
28,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005367|,|renal/urinary system phenotype|,|NULL|
29,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005390|,|skeleton phenotype|,|NULL|
30,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005387|,|immune system phenotype|,|NULL|
31,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005370|,|liver/biliary system phenotype|,|NULL|
32,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005388|,|respiratory system phenotype|,|NULL|
33,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005386|,|behavior/neurological phenotype|,|the observable actions or reactions of mammalian organisms that are manifested through development and lifespan|
34,|SPP1|,|Spp1|,|MGI:98389|,|MP:0002006|,|neoplasm|,|NULL|
35,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005385|,|cardiovascular system phenotype|,|the observable morphological and physiological characteristics of the mammalian heart, blood vessels, or circulatory system that are manifested through development and lifespan|
36,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005397|,|hematopoietic system phenotype|,|NULL|
37,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
38,|SPP1|,|Spp1|,|MGI:98389|,|MP:0010771|,|integument phenotype|,|the observable morphological and physiological characteristics of the skin and its associated structures, such as the hair, nails, sweat glands, sebaceous glands and other secretory glands|
39,|SPP1|,|Spp1|,|MGI:98389|,|MP:0010768|,|mortality/aging|,|characteristics involving the ability of an organism to live and age normally throughout development and life span|
40,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005382|,|craniofacial phenotype|,|NULL|
41,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005369|,|muscle phenotype|,|NULL|
42,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005376|,|homeostasis/metabolism phenotype|,|NULL|
43,|SPP1|,|Spp1|,|MGI:98389|,|MP:0005384|,|cellular phenotype|,|NULL|
44,|MAATS1|,|Maats1|,|MGI:2443598|,,,
45,|TMEM43|,|Tmem43|,|MGI:1921372|,|MP:0005386|,|behavior/neurological phenotype|,|the observable actions or reactions of mammalian organisms that are manifested through development and lifespan|
46,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0011275|,|abnormal behavioral response to light|,|unexpected change in the activity of an organism (in terms of movement, outward responses) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light|
47,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0011110|,|preweaning lethality, incomplete penetrance|,|the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms between fertilization and weaning age (Mus: approximately 3-4 weeks of age)|
48,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0003961|,|decreased lean body mass|,|reduced amount of the fat-free physical bulk or volume of the body including all its components except adipose (fat) tissue|
49,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0001399|,|hyperactivity|,|general restlessness or excessive movement; more frequent movement from one place to another or having an increased state of activity|
50,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0010025|,|decreased total body fat amount|,|less than the normal total amount of connective tissue composed of fat cells within the entire body|
51,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0004924|,|abnormal behavior|,|any anomaly in the actions, reactions, or performance of an organism in response to external or internal stimuli compared to controls|
52,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0005386|,|behavior/neurological phenotype|,|the observable actions or reactions of mammalian organisms that are manifested through development and lifespan|
53,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0010768|,|mortality/aging|,|characteristics involving the ability of an organism to live and age normally throughout development and life span|
54,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0005375|,|adipose tissue phenotype|,|the observable morphological and physiological characteristics of mammalian fat tissue that are manifested through development and lifespan|
55,|PTMS|,|Ptms|,|MGI:1916452|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
56,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0011110|,|preweaning lethality, incomplete penetrance|,|the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms between fertilization and weaning age (Mus: approximately 3-4 weeks of age)|
57,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0002100|,|abnormal tooth morphology|,|any anomaly in the size, shape or structure of the hard or soft tissues of the skeletal element within the mouth that is composed of dentine and used to procure or masticate food|
58,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0001289|,|persistence of hyaloid vascular system|,|failure of the degeneration of the transient vascular system of the eye during development, that normally nourishes the retina, immature lens and primary vitreous of the developing eye|
59,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0010091|,|decreased circulating creatine kinase level|,|a reduction in the concentration in the blood of an enzyme that catalyzes the reversible transfer of creatine to phosphocreatine|
60,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0010090|,|increased circulating creatine kinase level|,|an elevation in the concentration in the blood of an enzyme that catalyzes the reversible transfer of creatine to phosphocreatine|
61,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005293|,|impaired glucose tolerance|,|less than the normal response to oral consumption or intravenous injection of specified amounts of glucose and indicative of insulin resistance; measured by determining whole blood or plasma sugar level in a fasting state before and after taking glucose at specified intervals|
62,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005382|,|craniofacial phenotype|,|NULL|
63,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005369|,|muscle phenotype|,|NULL|
64,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005376|,|homeostasis/metabolism phenotype|,|NULL|
65,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005384|,|cellular phenotype|,|NULL|
66,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005375|,|adipose tissue phenotype|,|the observable morphological and physiological characteristics of mammalian fat tissue that are manifested through development and lifespan|
67,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005379|,|endocrine/exocrine gland phenotype|,|NULL|
68,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0002006|,|neoplasm|,|NULL|
69,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005378|,|growth/size/body region phenotype|,|NULL|
70,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0005397|,|hematopoietic system phenotype|,|NULL|
71,|NCOA3|,|Ncoa3|,|MGI:1276535|,|MP:0010768|,|mortality/aging|,|characteristics involving the ability of an organism to live and age normally throughout development and life span|
